Rating,Title,New Desc,Level,BodyPart,Type,Equipment
Best,TBS Dumbbell Romanian Deadlift,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Intermediate,Lower Back,Strength,Dumbbell
Bad,Stiff-Legged Dumbbell Deadlift - Gethin Variation,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Intermediate,Lower Back,Strength,Dumbbell
Best,UNS Dumbbell Romanian Deadlift,None,Intermediate,Lower Back,Strength,Dumbbell
Best,Holman Slow Deadlift,None,Intermediate,Lower Back,Strength,Dumbbell
Best,Holman Deadlift to Overhead Press,None,Intermediate,Lower Back,Strength,Dumbbell
Bad,Holman Staggered-Stance Deadlift,None,Intermediate,Lower Back,Strength,Dumbbell
Bad,Holman Deadlift to Front Raise,None,Intermediate,Lower Back,Strength,Dumbbell
Bad,Holman Deadlift to Chest Press,None,Intermediate,Lower Back,Strength,Dumbbell
Bad,Holman Deadlift to Squat Thrust,None,Intermediate,Lower Back,Strength,Dumbbell
Good,Holman Deadlift to Biceps Curl,None,Intermediate,Lower Back,Strength,Dumbbell
Best,Dumbbell kickstand deadlift,"The dumbbell kickstand deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The kickstand position can help focus the stretch and contraction on each individual leg, similar to a single-leg Romanian deadlift, while presenting less of a balance challenge. It can be performed in low reps, such as 5-8 reps per set, for strengthening the posterior chain, or for higher reps for muscle growth.",Intermediate,Lower Back,Strength,Dumbbell
Best,Single-leg stiff-legged deadlift to row,"The single-leg stiff-legged deadlift to row takes two popular strength moves and combines them into one full-body blaster. Between the deadlift and the row, you'll target the glutes, hamstrings, quads, back, and biceps. Because balance can be a challenge, this movement is usually done with relatively light weights for high reps, such as 8-12 reps per set or more.",Intermediate,Lower Back,Strength,Dumbbell
Good,FYR2 Dumbbell Deadlift,None,Intermediate,Lower Back,Strength,Dumbbell
Good,FYR2 Dumbbell Deadlift to Dumbbell Upright Row,None,Intermediate,Lower Back,Strength,Dumbbell
Best,Atlas Stones,None,Intermediate,Lower Back,Strongman,Other
Best,Axle Deadlift,None,Beginner,Lower Back,Strongman,Other
Good,Atlas Stone Trainer,None,Beginner,Lower Back,Strongman,Other
Bad,Partner Flat-Bench Back Extension,"The partner bench back extensionis a clever way to perform this exercise, which works the spinal erectors in the lower back. There are machines and angled apparatus that allow this exercise to performed solo; but, lacking those, all you need is a bench and a workout partner.",Beginner,Lower Back,Strength,Other
Bad,Keg Load,None,Beginner,Lower Back,Strongman,Other
Bad,Partner bench back extension,"The partner bench back extension is a clever way to target the glutes and spinal erector muscles. There are machines and angled benches that allow this exercise to be performed solo, but, lacking those, all you need is a bench and a workout partner. It is usually performed for high reps as a burnout or accessory movement for lower-body training.",Beginner,Lower Back,Strength,Other
Bad,Rack Pull - Gethin Variation,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.",Intermediate,Lower Back,Strength,Other
Good,Hex Bar Deadlift - Gethin Variation,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter’s center of gravity, rather than placing it in front of their body. The trap bar deadlift can be trained in traditional strength and muscle-focused rep range, or for higher reps. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstring, lower back, lats, upper back, and grip.",Intermediate,Lower Back,Strength,Other
Good,Holman Deadlift,None,Intermediate,Lower Back,Strength,Other
Good,ACFT Low-handle trap bar deadlift,"The low-handle trap bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. This specific exercise is part of the new Army Combat Fitness Test or ACFT. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Intermediate,Lower Back,Strength,Other
Best,Neutral-grip lat pull-down,"The neutral-grip lat pull-down is a variation on the lat pull-down that uses a handle with a neutral (palms facing in) grip. This arrangement helps to build lat width and target the upper lats. This movement is usually performed for moderate to high reps, such as 8-12 per set or higher, as part of an upper-body or back-focused workout.",Intermediate,Lower Back,Strength,Cable
Best,Seated cable deadlift,"The seated cable deadlift is a version of the deadlift or hip hinge movement that is performed on a seated cable row machine. Similar to a stiff-legged deadlift or 45-degree back extension, it targets the muscles of the lower back, as well as the glutes and upper back to a lesser degree. It is usually utilized in higher rep ranges, at least 8-12 reps per set, on a back-focused muscle-building day, or as a deadlift accessory lift to strengthen the lower back.",Intermediate,Lower Back,Strength,Cable
Good,Cable stiff-legged deadlift,"The cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion.",Intermediate,Lower Back,Strength,Cable
Bad,Single-leg cable stiff-legged deadlift,"The single-leg cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion. Training one leg at a time allows for working out imbalances.",Intermediate,Lower Back,Strength,Cable
Good,UNS Banded Dumbbell Romanian Deadlift,None,Intermediate,Lower Back,Strength,Cable
Good,Seated Back Extension,None,Beginner,Lower Back,Strength,Machine
Best,Back extension,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Intermediate,Lower Back,Strength,Body Only
Best,Hyperextensions With No Hyperextension Bench,None,Beginner,Lower Back,Strength,Body Only
Good,Superman,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Intermediate,Lower Back,Stretching,Body Only
Bad,Hug A Ball,None,Intermediate,Lower Back,Stretching,Body Only
Bad,Child's pose,Child’s pose is a traditional yoga pose that is also popular in fitness and strength training. It targets mobility of the thoracic spine and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.,Intermediate,Lower Back,Stretching,Body Only
Bad,Pelvic Tilt Into Bridge,None,Intermediate,Lower Back,Stretching,Body Only
Bad,Hug Knees To Chest,None,Intermediate,Lower Back,Stretching,Body Only
Bad,Pyramid,None,Intermediate,Lower Back,Stretching,Body Only
Bad,Partner Superman with alternating high-five,"The partner Superman with alternating high-five is an exercise in which both partners perform isometric holds for reps, high-fiving each other in between. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or as part of a core or back-focused workout or finisher.",Beginner,Lower Back,Strength,Body Only
Good,Yoga plex,"The yoga plex is a stretch that combines elements of the downward facing dog yoga pose with the “world’s greatest stretch.” It is most commonly performed as part of a dynamic warm-up, to limber up muscles from head to toe, raise the body’s core temperature, and mobilize the hips, upper back, and shoulders.",Intermediate,Lower Back,Stretching,Body Only
Good,TBS Back Extension,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Intermediate,Lower Back,Strength,Body Only
Bad,Lower Back Stretch - Yates Variation,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",Intermediate,Lower Back,Strength,Body Only
Best,Hyperextension - Gethin Variation,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Intermediate,Lower Back,Strength,Body Only
Bad,Back Extension - Gethin Variation,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Intermediate,Lower Back,Strength,Body Only
Best,HM Banana Stretch,None,Intermediate,Lower Back,Strength,Body Only
Good,HM T-Spine Stretch on Wall,None,Intermediate,Lower Back,Stretching,Body Only
Best,HM Child's Pose,None,Intermediate,Lower Back,Strength,Body Only
Good,HM Cobra,None,Intermediate,Lower Back,Strength,Body Only
Bad,HM Cobra With Arm Retraction,None,Intermediate,Lower Back,Strength,Body Only
Best,HM Dive-Bomber,None,Intermediate,Lower Back,Strength,Body Only
Good,HM Downward-Facing Dog Pose,None,Intermediate,Lower Back,Strength,Body Only
Good,HM Downward Dog To Left Leg Extension To Warrior Pose,None,Intermediate,Lower Back,Strength,Body Only
Best,HM Downward Dog To Right Leg Extension To Warrior Pose,None,Intermediate,Lower Back,Strength,Body Only
Best,HM Spine Twist,None,Intermediate,Lower Back,Strength,Body Only
Best,HM Good Morning,None,Intermediate,Lower Back,Strength,Body Only
Bad,HM Rag Doll,None,Intermediate,Lower Back,Strength,Body Only
Good,HM Upward-Facing Dog Pose,None,Intermediate,Lower Back,Strength,Body Only
Good,Superman-,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Intermediate,Lower Back,Strength,Body Only
Best,Weighted back extension,"The weighted back extension is an exercise targeting the spinal erectors, as well as the glutes and hamstrings. Back extensions are often done for high reps without weight, but when done with weight, they can be an excellent accessory movement for deadlift strength as well as an overall posterior-chain strength builder. Because your back is the limiting factor, it's still an exercise that is usually done for moderate to high reps, such as 8-12 reps per set or higher. You can weight it with a plate or by holding a dumbbell or other weight in your hands.",Intermediate,Lower Back,Strength,Body Only
Bad,MetaBurn Alternating Superman,None,Intermediate,Lower Back,Strength,Body Only
Good,MetaBurn Swimmer,None,Intermediate,Lower Back,Strength,Body Only
Bad,Dancer's Stretch,None,Beginner,Lower Back,Stretching,None
Bad,Cat Stretch,None,Beginner,Lower Back,Stretching,None
Bad,Crossover Reverse Lunge,None,Beginner,Lower Back,Stretching,None
Bad,Standing Pelvic Tilt,None,Beginner,Lower Back,Stretching,None
Good,Exercise ball weighted hyperextension,"The exercise ball weighted hyperextension is an exercise that strengthens the lower back. If balance is an issue, have someone hold your feet.",Beginner,Lower Back,Strength,Exercise Ball
Good,Exercise ball rear delt fly,"The exercise ball rear delt fly is a dumbbell exercise targeting the rear heads of the shoulders, as well as the muscles of the upper-middle back. Lying prone on an exercise ball offers support to perform the movement. It is generally performed for moderate to high reps as a part of upper body or shoulder training.",Intermediate,Lower Back,Strength,Exercise Ball
Good,Lying rear delt Y,"The lying rear delt Y works the shoulders, specifically the rear heads, as well as the lower trapezius muscles. At the top of the motion, the arms and torso form a Y—hence the name. Shoulder Y variations are usually performed with light weights as a warm-up or prehab movement for upper-body training, or as a burnout on shoulder day.",Intermediate,Lower Back,Strength,Exercise Ball
Bad,Partner Facing Feet-Elevated Side Plank With Band Row,None,Beginner,Middle Back,Strength,Bands
Bad,Partner side plank band row,The partner side plank band row is an abdominal exercise where two partners perform side planks while pulling on the opposite ends of an exercise band. This technique can be done for time or reps in any ab-focused workout.,Intermediate,Middle Back,Strength,Bands
Good,Band-assisted chin-up,"The band-assisted chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",Intermediate,Middle Back,Strength,Bands
Best,30 Back Band-Assisted Pull-Up,None,Intermediate,Middle Back,Strength,Bands
Best,30 Back Reverse-Grip Band-Assisted Pull-Up,None,Intermediate,Middle Back,Strength,Bands
Good,Band bent-over row,"The band bent-over row is an exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. Bands provide dynamic resistance and can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Intermediate,Middle Back,Strength,Bands
Bad,Heavy band bent-over row,"The heavy band bent-over row is a variation of the popular barbell exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lats), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Intermediate,Middle Back,Strength,Bands
Best,Reverse-grip bent-over row,"The reverse-grip bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is thought to target the biceps and lats a bit more directly than overhand barbell rows. Because it can be loaded heavily, it is a popular movement in strength and muscle-focused upper-body workouts.",Intermediate,Middle Back,Strength,Barbell
Best,One-Arm Long Bar Row,"The single-arm landmine bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. It utilizes a landmine device which anchors one end of the barbell near the ground, but could also be approximated by placing the barbell in the corner of a room.",Intermediate,Middle Back,Strength,Barbell
Best,Bent Over Barbell Row,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Intermediate,Middle Back,Strength,Barbell
Good,Yates Row Reverse Grip,None,Beginner,Middle Back,Strength,Barbell
Good,Pendlay Row,"The Pendlay row, named after the well-known strength coach Glenn Pendlay, is a bent-over row variation where each rep starts with the barbell resting on the ground. This eliminates the stretch reflex and forces the lifter to pull with power and a bent-over spine. The Pendlay row can be performed heavy for low reps, but is usually performed for moderate reps, such as 5-8 per set.",Intermediate,Middle Back,Strength,Barbell
Good,Straight Bar Bench Mid Rows,None,Beginner,Middle Back,Strength,Barbell
Good,Barbell seal row,"The barbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Intermediate,Middle Back,Strength,Barbell
Bad,Yates Row,None,Beginner,Middle Back,Strength,Barbell
Bad,Plate Row,None,Beginner,Middle Back,Strength,Barbell
Bad,Barbell Deadlift Bent Row Complex,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes.",Beginner,Middle Back,Strength,Barbell
Bad,Single-Arm Landmine Row,None,Beginner,Middle Back,Strength,Barbell
Good,TBS T-Bar Row,None,Intermediate,Middle Back,Strength,Barbell
Bad,TBS Deficit Deadlift,The barbell deficit deadlift is a compound exercise targeting the posterior chain.,Intermediate,Middle Back,Strength,Barbell
Best,Bent-Over Barbell Row - Gethin Variation,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Intermediate,Middle Back,Strength,Barbell
Bad,Barbell bent-over row,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Intermediate,Middle Back,Strength,Barbell
Good,UN Barbell Rack Pull,None,Intermediate,Middle Back,Strength,Barbell
Best,UN Barbell Scrape The Rack,None,Intermediate,Middle Back,Strength,Barbell
Bad,Barbell deadlift bent-over row complex,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes.",Intermediate,Middle Back,Strength,Barbell
Bad,30 Back Barbell Deadlift,None,Intermediate,Middle Back,Strength,Barbell
Bad,30 Back Bent-Over Barbell Row,None,Intermediate,Middle Back,Strength,Barbell
Good,30 Back T-Bar Row,None,Intermediate,Middle Back,Strength,Barbell
Bad,30 Back Underhand Bent-Over Barbell Row,None,Intermediate,Middle Back,Strength,Barbell
Best,Kettlebell alternating renegade row,"The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",Intermediate,Middle Back,Strength,Kettlebells
Good,Alternating Kettlebell Row,None,Intermediate,Middle Back,Strength,Kettlebells
Good,Two-Arm Kettlebell Row,None,Beginner,Middle Back,Strength,Kettlebells
Good,Kettlebell bent-over row to clean,"The kettlebell bent-over row to clean is a combination kettlebell exercise that targets many of the muscles of the upper body including the lats (latissimus dorsi), biceps, shoulders, and core. It also strengthens and trains power output of the lower body. It can be done for reps or for time as a strength or muscle-focused complex, or in circuit-style training for conditioning or fat loss.",Intermediate,Middle Back,Strength,Kettlebells
Bad,UP Deficit Kettlebell Stiff-Legged Deadlift,"The kettlebell deficit deadlift is a more advanced version of the kettlebell deadlift movement that is performed standing on steps or boxes. It can be done to build strength or hip mobility for squats or deadlifts, in high reps or in more traditional strength and muscle-focused rep ranges.",Intermediate,Middle Back,Strength,Kettlebells
Good,FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,None,Intermediate,Middle Back,Strength,Kettlebells
Best,FYR2 Double-Kettlebell Swing Clean,None,Intermediate,Middle Back,Strength,Kettlebells
Good,Single-arm kettlebell row-,"The single-arm kettlebell row is a popular muscle- and strength-building exercise that works the muscles of the back and core simultaneously. It has all the same benefits as a single-arm dumbbell row, but some people find a kettlebell more comfortable to hold during the movement.",Intermediate,Middle Back,Strength,Kettlebells
Good,FYR2 Ascending-Rep Swing-Squat Complex,None,Intermediate,Middle Back,Strength,Kettlebells
Best,One-Arm Dumbbell Row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Intermediate,Middle Back,Strength,Dumbbell
Best,Incline dumbbell row,"The incline dumbbell row is an upper-body exercise targeting the lats (latissimus dorsi) and upper-back muscles, as well as the biceps. Performing it on an incline bench helps target the lower lats in particular. Dumbbell row variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",Intermediate,Middle Back,Strength,Dumbbell
Best,Bent Over Two-Dumbbell Row With Palms In,None,Beginner,Middle Back,Strength,Dumbbell
Good,Man-maker,"The man-maker is a sequence of exercises combining a dumbbell front squat, military press, renegade row, and sprawl. Between these movements it challenges muscles across the body, along with the cardiovascular system. It can be performed for rounds or for time as a single full-body exercise or as part of a fat-loss or athleticism-focused workout.",Intermediate,Middle Back,Strength,Dumbbell
Good,Dumbbell bent-over row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Intermediate,Middle Back,Strength,Dumbbell
Good,Middle Back Shrug,None,Beginner,Middle Back,Strength,Dumbbell
Good,Dumbbell pull-over to skullcrusher,"The dumbbell pull-over to skullcrusher is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",Intermediate,Middle Back,Strength,Dumbbell
Best,Dumbbell Fix Single-Arm Dumbbell Row,None,Intermediate,Middle Back,Strength,Dumbbell
Good,Dumbbell Fix Bent-Over Dumbbell Row,None,Intermediate,Middle Back,Strength,Dumbbell
Best,Dumbbell Seal Row - Gethin Variation,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Intermediate,Middle Back,Strength,Dumbbell
Bad,Decline dumbbell chest fly,"The decline dumbbell chest fly is an upper-body exercise targeting the muscles of the chest, particularly the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps. Fly variations are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Intermediate,Middle Back,Strength,Dumbbell
Bad,TBS Bent-Over Dumbbell Row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Intermediate,Middle Back,Strength,Dumbbell
Bad,HM Alternating Bent-Over Quick Row,None,Intermediate,Middle Back,Strength,Dumbbell
Bad,HM Bent-Over Dumbbell Row,None,Intermediate,Middle Back,Strength,Dumbbell
Best,AM Single Arm Row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Intermediate,Middle Back,Strength,Dumbbell
Bad,Dumbbell stiff-legged deadlift,"The dumbbell stiff-legged deadlift is a dumbbell exercise that targets the hamstrings, glutes, lower and upper back, and core. The difference between a stiff-legged deadlift and a Romanian deadlift is primarily the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Stiff-legged deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. Feel free to wear a weight belt to protect your lower back.",Intermediate,Middle Back,Strength,Dumbbell
Bad,Single-arm bench dumbbell row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Intermediate,Middle Back,Strength,Dumbbell
Best,UN Bent-Over Dumbbell Row,None,Intermediate,Middle Back,Strength,Dumbbell
Bad,UN Dumbbell RDL,None,Intermediate,Middle Back,Strength,Dumbbell
Good,UN Chest Supported Row,None,Intermediate,Middle Back,Strength,Dumbbell
Good,MetaBurn Bent-Over Renegade Row,None,Intermediate,Middle Back,Strength,Dumbbell
Good,30 Back Bent-Over Dumbbell Row,None,Intermediate,Middle Back,Strength,Dumbbell
Bad,30 Back Dumbbell Pull-Over,None,Intermediate,Middle Back,Strength,Dumbbell
Good,30 Back Incline Dumbbell Row,None,Intermediate,Middle Back,Strength,Dumbbell
Good,30 Back Single-Arm Dumbbell Row,None,Intermediate,Middle Back,Strength,Dumbbell
Best,30 Back Single-Arm Dumbbell Swing Row,None,Intermediate,Middle Back,Strength,Dumbbell
Best,T-Bar Row with Handle,None,Intermediate,Middle Back,Strength,Other
Best,T-Bar Row,None,Intermediate,Middle Back,Strength,Other
Best,Alternating sit-through with crunch,"The alternating sit-through with crunch is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you perform a crunch. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",Intermediate,Middle Back,Strength,Other
Best,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Intermediate,Middle Back,Strength,Cable
Best,Upside-down pull-up,"The upside-down pull-up is an advanced bodyweight exercise that is normally performed on a pair of gymnastic rings. It involves pulling the body toward the ceiling in an inverted position. It targets the same muscles as traditional pull-ups, including the lats (latissimus dorsi), biceps, and core. However, the pulling angle is more akin to a bent-over row or upright row, depending on the angle of your hips.",Intermediate,Middle Back,Strength,Other
Good,Smith machine inverted row,"The Smith machine inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row. This variation is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Intermediate,Middle Back,Strength,Other
Good,Lying T-Bar Row,None,Intermediate,Middle Back,Strength,Other
Good,Suspended row,"The suspended row is a bodyweight pulling exercise that focuses on the muscles of the middle and upper back, as well as the biceps. It can be trained in traditional muscle-building rep ranges or for higher reps. It can also work as part of a dynamic warm-up for a pressing or pulling-focused workout.",Intermediate,Middle Back,Strength,Other
Good,Inverted Row with Straps,None,Beginner,Middle Back,Strength,Other
Good,One Arm Chin-Up,None,Beginner,Middle Back,Strength,Other
Bad,Sled Row,None,Beginner,Middle Back,Strength,Other
Good,Paul Carter T-Bar Row,None,Intermediate,Middle Back,Strength,Other
Best,Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,"The single-arm bent-over rear delt fly or rear delt raise is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Intermediate,Middle Back,Strength,Other
Best,30 Back Plate Hyperextension,None,Intermediate,Middle Back,Strength,Other
Best,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Intermediate,Middle Back,Strength,Cable
Best,Single-arm cable seated row,"The single-arm cable seated row is a version of the cable row movement that trains the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The single-arm row can work well in a variety of rep ranges but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Intermediate,Middle Back,Strength,Cable
Good,Paul Carter Lat Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Intermediate,Middle Back,Strength,Cable
Best,TBS Lat Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Bad,One-Arm Cable Read Delt Fly - Gethin Variation,"The single-arm bent-over cable rear delt fly is an exercise targeting the rear deltoids. It is a great way to isolate this area of the shoulder and attack each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Intermediate,Middle Back,Strength,Cable
Best,UP Seated Cable Row,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Intermediate,Middle Back,Strength,Cable
Bad,UP Cable Straight-Arm Pull-Down,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",Intermediate,Middle Back,Strength,Cable
